,AGITATOR_SPEED,SEED_CRYSTAL_MASS,YIELD,GROWTH_RATE,MEAN_DIAMETER
172,285,1.4000000000000001,202.18643399999996,6.994731600000009e-08,217.22558999999984
173,285,1.6,183.74181100000015,5.884845199999995e-08,191.437386667
174,285,1.8,183.74181100000015,5.884845199999995e-08,191.437386667
175,285,2.0,183.74181100000015,5.884845199999995e-08,191.437386667
176,290,0.0,184.05223499999988,6.946117900000002e-08,221.55309999999997
177,290,0.2,184.05223499999988,6.946117900000002e-08,221.55309999999997
178,290,0.4,184.05223499999988,6.946117900000002e-08,221.55309999999997
179,290,0.6000000000000001,201.79786999999993,7.075257500000008e-08,219.74494999999976
180,290,0.8,201.79786999999993,7.075257500000008e-08,219.74494999999976
181,290,1.0,201.79786999999993,7.075257500000008e-08,219.74494999999976
182,290,1.2000000000000002,202.18643399999996,6.994731600000009e-08,217.22558999999984
183,290,1.4000000000000001,202.18643399999996,6.994731600000009e-08,217.22558999999984
184,290,1.6,183.74181100000015,5.884845199999995e-08,191.437386667
185,290,1.8,183.74181100000015,5.884845199999995e-08,191.437386667
186,290,2.0,183.74181100000015,5.884845199999995e-08,191.437386667
187,295,0.0,184.05223499999988,6.946117900000002e-08,221.55309999999997
188,295,0.2,184.05223499999988,6.946117900000002e-08,221.55309999999997
189,295,0.4,184.05223499999988,6.946117900000002e-08,221.55309999999997
190,295,0.6000000000000001,201.79786999999993,7.075257500000008e-08,219.74494999999976
191,295,0.8,201.79786999999993,7.075257500000008e-08,219.74494999999976
192,295,1.0,201.79786999999993,7.075257500000008e-08,219.74494999999976
193,295,1.2000000000000002,202.18643399999996,6.994731600000009e-08,217.22558999999984
194,295,1.4000000000000001,202.18643399999996,6.994731600000009e-08,217.22558999999984
195,295,1.6,183.74181100000015,5.884845199999995e-08,191.437386667
196,295,1.8,183.74181100000015,5.884845199999995e-08,191.437386667
197,295,2.0,183.74181100000015,5.884845199999995e-08,191.437386667
198,300,0.0,184.05223499999988,6.946117900000002e-08,221.55309999999997
199,300,0.2,184.05223499999988,6.946117900000002e-08,221.55309999999997
200,300,0.4,184.05223499999988,6.946117900000002e-08,221.55309999999997
201,300,0.6000000000000001,201.79786999999993,7.075257500000008e-08,219.74494999999976
202,300,0.8,201.79786999999993,7.075257500000008e-08,219.74494999999976
203,300,1.0,201.79786999999993,7.075257500000008e-08,219.74494999999976
204,300,1.2000000000000002,202.18643399999996,6.994731600000009e-08,217.22558999999984
205,300,1.4000000000000001,202.18643399999996,6.994731600000009e-08,217.22558999999984
206,300,1.6,183.74181100000015,5.884845199999995e-08,191.437386667
207,300,1.8,183.74181100000015,5.884845199999995e-08,191.437386667
208,300,2.0,183.74181100000015,5.884845199999995e-08,191.437386667
209,305,0.0,184.05223499999988,6.946117900000002e-08,221.55309999999997
210,305,0.2,184.05223499999988,6.946117900000002e-08,221.55309999999997
211,305,0.4,184.05223499999988,6.946117900000002e-08,221.55309999999997
212,305,0.6000000000000001,201.79786999999993,7.075257500000008e-08,219.74494999999976
213,305,0.8,201.79786999999993,7.075257500000008e-08,219.74494999999976
214,305,1.0,201.79786999999993,7.075257500000008e-08,219.74494999999976
215,305,1.2000000000000002,202.18643399999996,6.994731600000009e-08,217.22558999999984
216,305,1.4000000000000001,202.18643399999996,6.994731600000009e-08,217.22558999999984
217,305,1.6,183.74181100000015,5.884845199999995e-08,191.437386667
218,305,1.8,183.74181100000015,5.884845199999995e-08,191.437386667
219,305,2.0,183.74181100000015,5.884845199999995e-08,191.437386667
220,310,0.0,184.05223499999988,6.946117900000002e-08,221.55309999999997
221,310,0.2,184.05223499999988,6.946117900000002e-08,221.55309999999997
222,310,0.4,184.05223499999988,6.946117900000002e-08,221.55309999999997
223,310,0.6000000000000001,201.79786999999993,7.075257500000008e-08,219.74494999999976
224,310,0.8,201.79786999999993,7.075257500000008e-08,219.74494999999976
225,310,1.0,201.79786999999993,7.075257500000008e-08,219.74494999999976
226,310,1.2000000000000002,202.18643399999996,6.994731600000009e-08,217.22558999999984
227,310,1.4000000000000001,202.18643399999996,6.994731600000009e-08,217.22558999999984
228,310,1.6,183.74181100000015,5.884845199999995e-08,191.437386667
229,310,1.8,183.74181100000015,5.884845199999995e-08,191.437386667
230,310,2.0,183.74181100000015,5.884845199999995e-08,191.437386667
231,315,0.0,184.05223499999988,6.946117900000002e-08,221.55309999999997
232,315,0.2,184.05223499999988,6.946117900000002e-08,221.55309999999997
233,315,0.4,184.05223499999988,6.946117900000002e-08,221.55309999999997
234,315,0.6000000000000001,201.79786999999993,7.075257500000008e-08,219.74494999999976
235,315,0.8,201.79786999999993,7.075257500000008e-08,219.74494999999976
236,315,1.0,201.79786999999993,7.075257500000008e-08,219.74494999999976
237,315,1.2000000000000002,202.18643399999996,6.994731600000009e-08,217.22558999999984
238,315,1.4000000000000001,202.18643399999996,6.994731600000009e-08,217.22558999999984
239,315,1.6,183.74181100000015,5.884845199999995e-08,191.437386667
240,315,1.8,183.74181100000015,5.884845199999995e-08,191.437386667
241,315,2.0,183.74181100000015,5.884845199999995e-08,191.437386667
242,320,0.0,184.05223499999988,6.946117900000002e-08,221.55309999999997
243,320,0.2,184.05223499999988,6.946117900000002e-08,221.55309999999997
244,320,0.4,184.05223499999988,6.946117900000002e-08,221.55309999999997
245,320,0.6000000000000001,201.79786999999993,7.075257500000008e-08,219.74494999999976
246,320,0.8,201.79786999999993,7.075257500000008e-08,219.74494999999976
247,320,1.0,201.79786999999993,7.075257500000008e-08,219.74494999999976
248,320,1.2000000000000002,202.18643399999996,6.994731600000009e-08,217.22558999999984
249,320,1.4000000000000001,202.18643399999996,6.994731600000009e-08,217.22558999999984
250,320,1.6,183.74181100000015,5.884845199999995e-08,191.437386667
251,320,1.8,183.74181100000015,5.884845199999995e-08,191.437386667
252,320,2.0,183.74181100000015,5.884845199999995e-08,191.437386667
253,325,0.0,184.05223499999988,6.946117900000002e-08,221.55309999999997
254,325,0.2,184.05223499999988,6.946117900000002e-08,221.55309999999997
255,325,0.4,184.05223499999988,6.946117900000002e-08,221.55309999999997
256,325,0.6000000000000001,201.79786999999993,7.075257500000008e-08,219.74494999999976
257,325,0.8,201.79786999999993,7.075257500000008e-08,219.74494999999976
258,325,1.0,201.79786999999993,7.075257500000008e-08,219.74494999999976
259,325,1.2000000000000002,202.18643399999996,6.994731600000009e-08,217.22558999999984
260,325,1.4000000000000001,202.18643399999996,6.994731600000009e-08,217.22558999999984
261,325,1.6,183.74181100000015,5.884845199999995e-08,191.437386667
262,325,1.8,183.74181100000015,5.884845199999995e-08,191.437386667
263,325,2.0,183.74181100000015,5.884845199999995e-08,191.437386667
264,330,0.0,184.05223499999988,6.946117900000002e-08,221.55309999999997
265,330,0.2,184.05223499999988,6.946117900000002e-08,221.55309999999997
266,330,0.4,184.05223499999988,6.946117900000002e-08,221.55309999999997
267,330,0.6000000000000001,201.79786999999993,7.075257500000008e-08,219.74494999999976
268,330,0.8,201.79786999999993,7.075257500000008e-08,219.74494999999976
269,330,1.0,201.79786999999993,7.075257500000008e-08,219.74494999999976
270,330,1.2000000000000002,202.18643399999996,6.994731600000009e-08,217.22558999999984
271,330,1.4000000000000001,202.18643399999996,6.994731600000009e-08,217.22558999999984
272,330,1.6,183.74181100000015,5.884845199999995e-08,191.437386667
273,330,1.8,183.74181100000015,5.884845199999995e-08,191.437386667
274,330,2.0,183.74181100000015,5.884845199999995e-08,191.437386667
275,335,0.0,184.05223499999988,6.946117900000002e-08,221.55309999999997
276,335,0.2,184.05223499999988,6.946117900000002e-08,221.55309999999997
277,335,0.4,184.05223499999988,6.946117900000002e-08,221.55309999999997
278,335,0.6000000000000001,201.79786999999993,7.075257500000008e-08,219.74494999999976
279,335,0.8,201.79786999999993,7.075257500000008e-08,219.74494999999976
280,335,1.0,201.79786999999993,7.075257500000008e-08,219.74494999999976
281,335,1.2000000000000002,202.18643399999996,6.994731600000009e-08,217.22558999999984
282,335,1.4000000000000001,202.18643399999996,6.994731600000009e-08,217.22558999999984
283,335,1.6,183.74181100000015,5.884845199999995e-08,191.437386667
284,335,1.8,183.74181100000015,5.884845199999995e-08,191.437386667
285,335,2.0,183.74181100000015,5.884845199999995e-08,191.437386667
286,340,0.0,172.39968800000003,7.818406600000002e-08,237.26266999999993
287,340,0.2,172.39968800000003,7.818406600000002e-08,237.26266999999993
288,340,0.4,172.39968800000003,7.818406600000002e-08,237.26266999999993
289,340,0.6000000000000001,152.28915600000016,7.142836200000005e-08,217.58556000000007
290,340,0.8,152.28915600000016,7.142836200000005e-08,217.58556000000007
291,340,1.0,152.28915600000016,7.142836200000005e-08,217.58556000000007
292,340,1.2000000000000002,153.56475600000013,6.899448600000004e-08,215.15454000000008
293,340,1.4000000000000001,153.56475600000013,6.899448600000004e-08,215.15454000000008
294,340,1.6,184.79574899999997,5.017357399999995e-08,207.87528666800006
295,340,1.8,184.79574899999997,5.017357399999995e-08,207.87528666800006
296,340,2.0,184.79574899999997,5.017357399999995e-08,207.87528666800006
297,345,0.0,172.39968800000003,7.818406600000002e-08,237.26266999999993
298,345,0.2,172.39968800000003,7.818406600000002e-08,237.26266999999993
299,345,0.4,172.39968800000003,7.818406600000002e-08,237.26266999999993
300,345,0.6000000000000001,152.28915600000016,7.142836200000005e-08,217.58556000000007
301,345,0.8,152.28915600000016,7.142836200000005e-08,217.58556000000007
302,345,1.0,152.28915600000016,7.142836200000005e-08,217.58556000000007
303,345,1.2000000000000002,153.56475600000013,6.899448600000004e-08,215.15454000000008
304,345,1.4000000000000001,153.56475600000013,6.899448600000004e-08,215.15454000000008
305,345,1.6,184.79574899999997,5.017357399999995e-08,207.87528666800006
306,345,1.8,184.79574899999997,5.017357399999995e-08,207.87528666800006
307,345,2.0,184.79574899999997,5.017357399999995e-08,207.87528666800006
308,350,0.0,172.39968800000003,7.818406600000002e-08,237.26266999999993
309,350,0.2,172.39968800000003,7.818406600000002e-08,237.26266999999993
310,350,0.4,172.39968800000003,7.818406600000002e-08,237.26266999999993
311,350,0.6000000000000001,152.28915600000016,7.142836200000005e-08,217.58556000000007
312,350,0.8,152.28915600000016,7.142836200000005e-08,217.58556000000007
313,350,1.0,152.28915600000016,7.142836200000005e-08,217.58556000000007
314,350,1.2000000000000002,153.56475600000013,6.899448600000004e-08,215.15454000000008
315,350,1.4000000000000001,153.56475600000013,6.899448600000004e-08,215.15454000000008
316,350,1.6,184.79574899999997,5.017357399999995e-08,207.87528666800006
317,350,1.8,184.79574899999997,5.017357399999995e-08,207.87528666800006
318,350,2.0,184.79574899999997,5.017357399999995e-08,207.87528666800006
319,355,0.0,172.39968800000003,7.818406600000002e-08,237.26266999999993
320,355,0.2,172.39968800000003,7.818406600000002e-08,237.26266999999993
321,355,0.4,172.39968800000003,7.818406600000002e-08,237.26266999999993
322,355,0.6000000000000001,152.28915600000016,7.142836200000005e-08,217.58556000000007
323,355,0.8,152.28915600000016,7.142836200000005e-08,217.58556000000007
324,355,1.0,152.28915600000016,7.142836200000005e-08,217.58556000000007
325,355,1.2000000000000002,153.56475600000013,6.899448600000004e-08,215.15454000000008
326,355,1.4000000000000001,153.56475600000013,6.899448600000004e-08,215.15454000000008
327,355,1.6,184.79574899999997,5.017357399999995e-08,207.87528666800006
328,355,1.8,184.79574899999997,5.017357399999995e-08,207.87528666800006
329,355,2.0,184.79574899999997,5.017357399999995e-08,207.87528666800006
330,360,0.0,172.39968800000003,7.818406600000002e-08,237.26266999999993
331,360,0.2,172.39968800000003,7.818406600000002e-08,237.26266999999993
332,360,0.4,172.39968800000003,7.818406600000002e-08,237.26266999999993
333,360,0.6000000000000001,152.28915600000016,7.142836200000005e-08,217.58556000000007
334,360,0.8,152.28915600000016,7.142836200000005e-08,217.58556000000007
335,360,1.0,152.28915600000016,7.142836200000005e-08,217.58556000000007
336,360,1.2000000000000002,153.56475600000013,6.899448600000004e-08,215.15454000000008
337,360,1.4000000000000001,153.56475600000013,6.899448600000004e-08,215.15454000000008
338,360,1.6,184.79574899999997,5.017357399999995e-08,207.87528666800006
339,360,1.8,184.79574899999997,5.017357399999995e-08,207.87528666800006
340,360,2.0,184.79574899999997,5.017357399999995e-08,207.87528666800006
341,365,0.0,172.39968800000003,7.818406600000002e-08,237.26266999999993
342,365,0.2,172.39968800000003,7.818406600000002e-08,237.26266999999993
343,365,0.4,172.39968800000003,7.818406600000002e-08,237.26266999999993
344,365,0.6000000000000001,152.28915600000016,7.142836200000005e-08,217.58556000000007
345,365,0.8,152.28915600000016,7.142836200000005e-08,217.58556000000007
346,365,1.0,152.28915600000016,7.142836200000005e-08,217.58556000000007
347,365,1.2000000000000002,153.56475600000013,6.899448600000004e-08,215.15454000000008
348,365,1.4000000000000001,153.56475600000013,6.899448600000004e-08,215.15454000000008
349,365,1.6,184.79574899999997,5.017357399999995e-08,207.87528666800006
350,365,1.8,184.79574899999997,5.017357399999995e-08,207.87528666800006
351,365,2.0,184.79574899999997,5.017357399999995e-08,207.87528666800006
352,370,0.0,172.39968800000003,7.818406600000002e-08,237.26266999999993
353,370,0.2,172.39968800000003,7.818406600000002e-08,237.26266999999993
354,370,0.4,172.39968800000003,7.818406600000002e-08,237.26266999999993
355,370,0.6000000000000001,152.28915600000016,7.142836200000005e-08,217.58556000000007
356,370,0.8,152.28915600000016,7.142836200000005e-08,217.58556000000007
357,370,1.0,152.28915600000016,7.142836200000005e-08,217.58556000000007
358,370,1.2000000000000002,153.56475600000013,6.899448600000004e-08,215.15454000000008
359,370,1.4000000000000001,153.56475600000013,6.899448600000004e-08,215.15454000000008
360,370,1.6,184.79574899999997,5.017357399999995e-08,207.87528666800006
361,370,1.8,184.79574899999997,5.017357399999995e-08,207.87528666800006
362,370,2.0,184.79574899999997,5.017357399999995e-08,207.87528666800006
363,375,0.0,172.39968800000003,7.818406600000002e-08,237.26266999999993
364,375,0.2,172.39968800000003,7.818406600000002e-08,237.26266999999993
365,375,0.4,172.39968800000003,7.818406600000002e-08,237.26266999999993
366,375,0.6000000000000001,152.28915600000016,7.142836200000005e-08,217.58556000000007
367,375,0.8,152.28915600000016,7.142836200000005e-08,217.58556000000007
368,375,1.0,152.28915600000016,7.142836200000005e-08,217.58556000000007
369,375,1.2000000000000002,153.56475600000013,6.899448600000004e-08,215.15454000000008
370,375,1.4000000000000001,153.56475600000013,6.899448600000004e-08,215.15454000000008
371,375,1.6,184.79574899999997,5.017357399999995e-08,207.87528666800006
372,375,1.8,184.79574899999997,5.017357399999995e-08,207.87528666800006
373,375,2.0,184.79574899999997,5.017357399999995e-08,207.87528666800006
374,380,0.0,172.39968800000003,7.818406600000002e-08,237.26266999999993
375,380,0.2,172.39968800000003,7.818406600000002e-08,237.26266999999993
376,380,0.4,172.39968800000003,7.818406600000002e-08,237.26266999999993
377,380,0.6000000000000001,152.28915600000016,7.142836200000005e-08,217.58556000000007
378,380,0.8,152.28915600000016,7.142836200000005e-08,217.58556000000007
379,380,1.0,152.28915600000016,7.142836200000005e-08,217.58556000000007
380,380,1.2000000000000002,153.56475600000013,6.899448600000004e-08,215.15454000000008
381,380,1.4000000000000001,153.56475600000013,6.899448600000004e-08,215.15454000000008
382,380,1.6,184.79574899999997,5.017357399999995e-08,207.87528666800006
383,380,1.8,184.79574899999997,5.017357399999995e-08,207.87528666800006
